lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62,label
0.0,0.0,0.0,0.07353267,-0.058604956,-0.03532634,0.112794876,-0.17611754,-0.042177837,0.063048005,-0.257766,-0.045630258,0.00039757788,-0.26797652,-0.048556242,0.081086755,-0.3144147,-0.010934559,0.08717668,-0.43567663,-0.025916494,0.08367059,-0.5113583,-0.04230592,0.07675892,-0.57681835,-0.055898666,0.029064864,-0.32375163,-0.00996839,0.036525846,-0.45352396,-0.020688448,0.037941426,-0.5422773,-0.03742292,0.036769956,-0.6147766,-0.05099679,-0.01597464,-0.30554813,-0.014485201,-0.014053017,-0.42562374,-0.027696755,-0.0074508786,-0.50328314,-0.04474937,-0.0049806833,-0.565637,-0.057343837,-0.06069711,-0.26555735,-0.023135334,-0.059214532,-0.35257512,-0.036329694,-0.053747,-0.411362,-0.04399719,-0.05022317,-0.4636745,-0.050156295,A
0.0,0.0,0.0,0.07386501,-0.05973375,-0.03519669,0.11330451,-0.17783874,-0.041660175,0.06453489,-0.26086473,-0.044855908,0.0025697798,-0.27181995,-0.047494803,0.08138703,-0.31468174,-0.010118963,0.0883088,-0.43664667,-0.024850521,0.08523412,-0.5126985,-0.041152358,0.078687504,-0.57844675,-0.054684386,0.029853389,-0.3237923,-0.008950517,0.03771086,-0.4534825,-0.019351834,0.038540855,-0.5425992,-0.035948448,0.036517337,-0.6155617,-0.04945565,-0.014605805,-0.30601472,-0.013286819,-0.012475982,-0.4254505,-0.025739562,-0.006083891,-0.50277805,-0.042267356,-0.00410679,-0.564865,-0.05464083,-0.059365407,-0.26713133,-0.021864535,-0.058200464,-0.35322407,-0.034317426,-0.05215299,-0.41220635,-0.041783642,-0.047850892,-0.46474358,-0.04788386,A
0.0,0.0,0.0,0.07222138,-0.059522748,-0.03530305,0.11190696,-0.17491686,-0.042735513,0.06278996,-0.25594276,-0.04692936,0.0007331073,-0.26750767,-0.050630305,0.080445096,-0.3136615,-0.011609335,0.087151036,-0.4343965,-0.02723629,0.0842797,-0.5101527,-0.04392495,0.07794626,-0.5759907,-0.057647508,0.029158816,-0.32347566,-0.010964746,0.03660421,-0.45261303,-0.022391213,0.03776349,-0.54129523,-0.039199054,0.036321983,-0.61418855,-0.052722804,-0.01532279,-0.30592343,-0.015799094,-0.013348997,-0.42543527,-0.029461639,-0.00723888,-0.50258213,-0.04608769,-0.0049574524,-0.56512356,-0.058256544,-0.060386583,-0.26680362,-0.0248168,-0.059388474,-0.35412896,-0.03837375,-0.053666696,-0.41268513,-0.045896493,-0.04961635,-0.4647563,-0.051762816,A
0.0,0.0,0.0,0.07243469,-0.05657947,-0.035140853,0.112274796,-0.17529058,-0.041890383,0.06372678,-0.25754815,-0.045281157,0.0013705343,-0.2686388,-0.048299104,0.0811626,-0.31312197,-0.012999485,0.087545395,-0.43469146,-0.028382577,0.08404583,-0.510883,-0.044598807,0.07684556,-0.5765679,-0.058082405,0.029722065,-0.32215962,-0.012493247,0.037400305,-0.4525753,-0.023758478,0.038519084,-0.54190063,-0.040335312,0.036774367,-0.6145761,-0.053783704,-0.014828503,-0.30354306,-0.017334448,-0.013356417,-0.42522007,-0.031211134,-0.007344842,-0.5030254,-0.048181664,-0.0055955797,-0.56531894,-0.060720004,-0.059602425,-0.26344287,-0.026259279,-0.058826253,-0.35136628,-0.04038164,-0.05371079,-0.41077554,-0.048543617,-0.05050315,-0.4636511,-0.055055156,A
0.0,0.0,0.0,0.072710246,-0.057444215,-0.03521216,0.112635136,-0.17476177,-0.042125765,0.06360993,-0.25687438,-0.045797102,0.0011589229,-0.26648283,-0.04905178,0.08136019,-0.3139146,-0.011795537,0.08750895,-0.43522236,-0.02711273,0.08415151,-0.5109976,-0.043570936,0.07742393,-0.57634,-0.05707789,0.02965334,-0.32267782,-0.011116795,0.037370145,-0.45236698,-0.022136562,0.038470298,-0.54174167,-0.03872328,0.036908895,-0.61460686,-0.052061375,-0.014946014,-0.30428293,-0.01587937,-0.0126445,-0.4249494,-0.029256523,-0.006871432,-0.5027526,-0.045955997,-0.0052338094,-0.5649617,-0.058186762,-0.05989191,-0.26444262,-0.024813943,-0.058514,-0.35167596,-0.038024776,-0.053204477,-0.4107864,-0.04552834,-0.04966545,-0.46338627,-0.051502183,A
0.0,0.0,0.0,0.07312581,-0.05857414,-0.034621947,0.11208531,-0.17665666,-0.04111169,0.06285331,-0.2579342,-0.044334766,0.0010400862,-0.26636022,-0.047134496,0.0803051,-0.3144842,-0.011308372,0.08654478,-0.4351635,-0.026043713,0.083213925,-0.5111107,-0.042121444,0.07647288,-0.57651997,-0.05542907,0.029178679,-0.323392,-0.010664126,0.036778122,-0.45218396,-0.020862173,0.037867546,-0.5409807,-0.036782894,0.03641054,-0.61327803,-0.04975153,-0.015165746,-0.30510896,-0.015393061,-0.013138756,-0.42472386,-0.027758464,-0.006933391,-0.5023074,-0.04387671,-0.004557848,-0.5643742,-0.05589437,-0.059818253,-0.26524246,-0.024287244,-0.059194624,-0.35189897,-0.03654237,-0.053944647,-0.41065902,-0.043434944,-0.0503048,-0.46246257,-0.049098853,A
0.0,0.0,0.0,0.073290244,-0.059660792,-0.03558041,0.11190994,-0.17737299,-0.042407732,0.06065516,-0.25846666,-0.045855563,-0.0021992922,-0.26832014,-0.04874188,0.08003725,-0.31290892,-0.011042793,0.08684431,-0.43466407,-0.02622012,0.08368428,-0.510954,-0.042622536,0.076942965,-0.5769919,-0.05622289,0.02836831,-0.32246542,-0.010094703,0.03612365,-0.45273834,-0.021024091,0.037611976,-0.5418957,-0.03769322,0.03657566,-0.6148001,-0.051187843,-0.016296849,-0.30495307,-0.014727539,-0.014153078,-0.4256935,-0.02807481,-0.0073582083,-0.50366706,-0.04516823,-0.0044188052,-0.5664636,-0.057749465,-0.060967937,-0.26607192,-0.02356153,-0.05995445,-0.35264218,-0.037039015,-0.05441235,-0.4121151,-0.04511331,-0.050270334,-0.46520573,-0.051542457,A
0.0,0.0,0.0,0.09096244,-0.033533335,-0.045128465,0.15751693,-0.15502334,-0.05569167,0.1689879,-0.27944732,-0.05945688,0.17007387,-0.3657711,-0.052070208,0.11032897,-0.28193468,-0.023222087,0.114601135,-0.3403298,-0.06359556,0.103030056,-0.23316339,-0.07542277,0.09321016,-0.21767992,-0.07955647,0.042685762,-0.2876717,-0.016369853,0.045497313,-0.34096923,-0.061432984,0.04835713,-0.21664667,-0.062246285,0.04469973,-0.21749759,-0.052957263,-0.01927717,-0.27408248,-0.018099837,-0.022248268,-0.32111645,-0.06763891,-0.0076640844,-0.20519376,-0.0469487,-0.004832998,-0.20463085,-0.022359664,-0.07955668,-0.2525653,-0.023041276,-0.08048723,-0.2716905,-0.05365334,-0.058391243,-0.19195199,-0.038413238,-0.049239606,-0.18819547,-0.01971988,A
0.0,0.0,0.0,0.08920896,-0.035179973,-0.043367635,0.1547074,-0.15448451,-0.054084968,0.16649902,-0.27754092,-0.05858653,0.16750583,-0.36370343,-0.05244554,0.110395014,-0.28011966,-0.022057995,0.112291574,-0.34033266,-0.06273917,0.10002813,-0.23438221,-0.07513021,0.09192881,-0.2179007,-0.079738274,0.042879656,-0.2848948,-0.016727272,0.04423131,-0.3431062,-0.06264503,0.045953363,-0.2192769,-0.06430285,0.043544695,-0.21803659,-0.055431318,-0.01904428,-0.2705733,-0.019787112,-0.023247361,-0.32211882,-0.07021777,-0.009752661,-0.20687431,-0.04983818,-0.0057689846,-0.20574701,-0.025339762,-0.079443105,-0.2478028,-0.02585165,-0.08206548,-0.27071938,-0.05752817,-0.05997777,-0.18988842,-0.042107314,-0.04949823,-0.18407685,-0.023129063,A
0.0,0.0,0.0,0.09132524,-0.034885585,-0.044826936,0.15750833,-0.15464503,-0.0556329,0.16908528,-0.277401,-0.06023509,0.17178698,-0.36320692,-0.0540515,0.1125844,-0.28223187,-0.01921856,0.11303128,-0.3415069,-0.05995264,0.101968125,-0.23559275,-0.07325804,0.095699385,-0.21507746,-0.07790287,0.045736387,-0.28747287,-0.01265562,0.04559867,-0.34329396,-0.05635672,0.047650352,-0.21967489,-0.057031233,0.04652919,-0.21644408,-0.04738874,-0.015901193,-0.27420768,-0.01518989,-0.020745859,-0.32394627,-0.063914165,-0.0071471483,-0.20892924,-0.043367155,-0.0015164167,-0.20505965,-0.018559674,-0.07594606,-0.25135845,-0.021088472,-0.07933827,-0.27481458,-0.051462296,-0.05835934,-0.19485432,-0.03595465,-0.047246918,-0.18725675,-0.016705286,A
0.0,0.0,0.0,0.09238483,-0.0343585,-0.04297975,0.15890013,-0.15316701,-0.053371456,0.17171417,-0.27642426,-0.057638038,0.17428093,-0.36233607,-0.051309846,0.11475031,-0.2779301,-0.021017686,0.11677389,-0.33831578,-0.061292797,0.103917286,-0.23206556,-0.073980786,0.096074685,-0.21315885,-0.07864514,0.047837183,-0.28442973,-0.01534134,0.049486086,-0.34099188,-0.059864335,0.05014263,-0.21778286,-0.06129527,0.04784353,-0.21519053,-0.052428987,-0.0140262395,-0.27202162,-0.018090198,-0.017810628,-0.32242447,-0.06750626,-0.004763782,-0.20728582,-0.047632296,0.00021274388,-0.20397925,-0.023438869,-0.074289694,-0.25042632,-0.023840565,-0.07689904,-0.27241427,-0.055106446,-0.055422753,-0.19158441,-0.04019014,-0.044294164,-0.18433827,-0.021463256,A
0.0,0.0,0.0,0.091667086,-0.03656012,-0.040807676,0.15750939,-0.15476984,-0.05015347,0.1701507,-0.27699113,-0.05351383,0.17451882,-0.3620022,-0.046138387,0.11236161,-0.2777239,-0.021172551,0.115075976,-0.33983648,-0.059651222,0.103551716,-0.23271242,-0.07113884,0.0960311,-0.21531856,-0.07539572,0.045617193,-0.282807,-0.015937526,0.04888943,-0.34175447,-0.05864999,0.050686657,-0.21786916,-0.059719454,0.046990365,-0.2153061,-0.05126289,-0.015012264,-0.2686826,-0.01848766,-0.017578304,-0.32388154,-0.06586263,-0.0037579238,-0.2080704,-0.04535324,-0.00081160665,-0.20379305,-0.021409526,-0.074184924,-0.24676955,-0.023805372,-0.07599485,-0.2724447,-0.053554934,-0.053833485,-0.19252008,-0.03786099,-0.04383029,-0.18484002,-0.019007161,A
0.0,0.0,0.0,0.09376474,-0.03476274,-0.043825794,0.16119663,-0.15346164,-0.054206405,0.17404185,-0.27556455,-0.05783137,0.17625426,-0.36133727,-0.050206266,0.11564331,-0.27788505,-0.024107993,0.11854018,-0.33716452,-0.06488774,0.10502817,-0.22877055,-0.07761581,0.09629275,-0.21277732,-0.08261071,0.047648534,-0.28440464,-0.017973587,0.05221422,-0.34071115,-0.06445039,0.052038416,-0.21662265,-0.06752838,0.047794238,-0.21509582,-0.059804182,-0.013653353,-0.27222538,-0.019852255,-0.014834762,-0.32469273,-0.070232734,-0.0022153705,-0.20788097,-0.05090275,0.0006323308,-0.20480037,-0.027152598,-0.072566256,-0.25212148,-0.024714634,-0.07275672,-0.27213088,-0.056997165,-0.051970452,-0.19080544,-0.042837698,-0.04256369,-0.18549281,-0.024602335,A
0.0,0.0,0.0,0.08928877,-0.03393513,-0.043785676,0.15566087,-0.1534701,-0.054874405,0.16744235,-0.2753036,-0.059378307,0.17135745,-0.36136508,-0.052633062,0.11133143,-0.28069454,-0.024558624,0.1107243,-0.3422957,-0.06518506,0.09927997,-0.2333163,-0.0768379,0.09144604,-0.21274501,-0.08039297,0.044033498,-0.28665227,-0.018058699,0.046220273,-0.3410382,-0.061925583,0.04811141,-0.21577442,-0.06180517,0.04502952,-0.21497947,-0.052126817,-0.017583907,-0.2737742,-0.019917373,-0.020309344,-0.32324144,-0.06797284,-0.006732017,-0.20802927,-0.04673439,-0.002934888,-0.20681828,-0.02217736,-0.07733847,-0.25258195,-0.024908356,-0.07835403,-0.2726041,-0.054723036,-0.057277888,-0.19281149,-0.039243538,-0.048602223,-0.18819636,-0.020496992,A
0.0,0.0,0.0,0.08953321,-0.03803861,-0.043494325,0.15538225,-0.15717083,-0.054124177,0.16733322,-0.27875793,-0.058305975,0.16958615,-0.36516523,-0.051246364,0.11175224,-0.28052548,-0.023132665,0.11126545,-0.3426805,-0.06432174,0.09922528,-0.23473677,-0.07708962,0.09160122,-0.21829551,-0.0816426,0.043293715,-0.2855455,-0.016829493,0.044832617,-0.3422175,-0.061689947,0.046174556,-0.21796912,-0.06308945,0.043119222,-0.2198137,-0.054475162,-0.018890798,-0.27249795,-0.01886711,-0.021500751,-0.3259362,-0.06780825,-0.008720651,-0.21002942,-0.047004957,-0.00520657,-0.20967716,-0.02262114,-0.07922752,-0.25269035,-0.024000369,-0.08003417,-0.27470535,-0.054155573,-0.059713617,-0.19475651,-0.038419634,-0.05102226,-0.19114137,-0.019376785,A
0.0,0.0,0.0,0.0915232,-0.03579694,-0.044251777,0.15741032,-0.1557635,-0.055062287,0.16918957,-0.27835113,-0.05939028,0.17169791,-0.3654582,-0.052443553,0.11388853,-0.2817477,-0.022413226,0.11348516,-0.34509712,-0.06431406,0.10082531,-0.23630366,-0.07734567,0.0932875,-0.21672809,-0.081623614,0.046441793,-0.28683275,-0.01590569,0.047665536,-0.34302086,-0.061690837,0.0486916,-0.21760029,-0.063089944,0.046293437,-0.21750641,-0.053742222,-0.015351206,-0.27376145,-0.01797314,-0.01845467,-0.32596183,-0.068282425,-0.005773872,-0.2087279,-0.047500055,-0.00084510446,-0.20709306,-0.022260623,-0.07534331,-0.25258073,-0.023139054,-0.076767296,-0.27570504,-0.054887768,-0.055692956,-0.1935758,-0.039205592,-0.04545757,-0.18711036,-0.019403465,A
0.0,0.0,0.0,0.090999454,-0.03361398,-0.041476388,0.15715224,-0.15285951,-0.052135363,0.16560987,-0.2766331,-0.057046637,0.1695666,-0.36304688,-0.051137716,0.109482765,-0.2780017,-0.022948798,0.10687378,-0.34642792,-0.0643896,0.09784824,-0.24001127,-0.07643376,0.09266648,-0.21438175,-0.07946091,0.04293695,-0.28117356,-0.017275732,0.04277408,-0.3383711,-0.060441,0.046181098,-0.21323615,-0.059332497,0.044772983,-0.2119121,-0.04901671,-0.017538935,-0.2686634,-0.01998587,-0.021287367,-0.32499325,-0.068156704,-0.008263469,-0.20866024,-0.045717686,-0.0035157949,-0.20438385,-0.020132123,-0.07751995,-0.24838036,-0.025627961,-0.07951925,-0.27464136,-0.055963796,-0.05866319,-0.19362497,-0.039606597,-0.04936856,-0.1847493,-0.019760897,A
0.0,0.0,0.0,0.090993255,-0.03252071,-0.043885015,0.15781197,-0.15427297,-0.054685563,0.1655601,-0.27877885,-0.059099883,0.16887572,-0.3655577,-0.052377336,0.10981515,-0.2775566,-0.025560336,0.10784808,-0.34611535,-0.06890207,0.09734401,-0.23834357,-0.08186441,0.09161568,-0.21479034,-0.08561384,0.042123303,-0.2819733,-0.019016428,0.04245369,-0.33791137,-0.06555407,0.046041533,-0.2114864,-0.06572011,0.044971257,-0.20953065,-0.055645954,-0.019097388,-0.26962286,-0.021059288,-0.023570478,-0.32351193,-0.07239902,-0.009558529,-0.20489973,-0.050645135,-0.0037792623,-0.1999672,-0.024729598,-0.07906067,-0.24929264,-0.026131,-0.08203699,-0.27242735,-0.05918636,-0.059602395,-0.18974227,-0.044119503,-0.04830742,-0.18098402,-0.024664393,A
0.0,0.0,0.0,0.09150042,-0.03715676,-0.043841615,0.15502267,-0.16067821,-0.054345805,0.1619756,-0.2841128,-0.058362693,0.16515575,-0.37041453,-0.05085645,0.10539405,-0.28347665,-0.022814196,0.105122134,-0.34993562,-0.06501747,0.09451054,-0.2397187,-0.07766452,0.087873474,-0.21974254,-0.08167359,0.037440196,-0.28618866,-0.016613396,0.039226875,-0.34534246,-0.06265008,0.042444065,-0.21879792,-0.06371603,0.0404422,-0.21961713,-0.054247506,-0.023657888,-0.27156436,-0.019036654,-0.027504072,-0.32586008,-0.06958878,-0.013056383,-0.20933384,-0.048714906,-0.007815316,-0.20994884,-0.023550915,-0.08232406,-0.24956247,-0.02447775,-0.08536714,-0.2751897,-0.05583823,-0.06314431,-0.1936773,-0.03992459,-0.053197578,-0.18738317,-0.02031364,A
0.0,0.0,0.0,0.09169836,-0.038095176,-0.04468375,0.15611301,-0.15921384,-0.05621653,0.16396062,-0.28295785,-0.06117275,0.16293503,-0.3697628,-0.05501565,0.10529764,-0.28478932,-0.024214275,0.10607563,-0.34733707,-0.06661908,0.09548129,-0.23755455,-0.079550035,0.08811708,-0.21913916,-0.08408504,0.037656337,-0.28668052,-0.01840119,0.039026752,-0.34863126,-0.06636516,0.04239334,-0.22298071,-0.06874284,0.039622128,-0.2199626,-0.059843715,-0.023396492,-0.27121085,-0.021002844,-0.028955907,-0.327707,-0.07290493,-0.013243958,-0.21025383,-0.052321516,-0.0082668215,-0.20724016,-0.027083926,-0.08261874,-0.24792609,-0.026655138,-0.08717546,-0.27390572,-0.05913835,-0.06348981,-0.19223899,-0.043531686,-0.051955774,-0.18523163,-0.024022123,A
0.0,0.0,0.0,0.09284106,-0.036590576,-0.044587076,0.1580793,-0.15670526,-0.05557842,0.16766211,-0.28077084,-0.060082786,0.16762802,-0.36762917,-0.05355948,0.10927901,-0.28340012,-0.022919627,0.11019865,-0.34498662,-0.064417236,0.09852114,-0.23650533,-0.07757639,0.09054476,-0.2205056,-0.082692415,0.04107444,-0.28713936,-0.01689259,0.04327765,-0.34591043,-0.06276341,0.045419022,-0.22217828,-0.064881586,0.042206675,-0.2221036,-0.056538247,-0.02047269,-0.272264,-0.019376261,-0.023904055,-0.3265277,-0.06975785,-0.009473354,-0.2103225,-0.049529903,-0.005460456,-0.20878619,-0.025146874,-0.07998825,-0.24937329,-0.025026591,-0.082320794,-0.27246937,-0.05682433,-0.059596702,-0.19175565,-0.04169327,-0.04874465,-0.18604547,-0.022835158,A
0.0,0.0,0.0,0.08992657,-0.036854863,-0.043663204,0.15510204,-0.15717119,-0.053969778,0.1644007,-0.28038102,-0.057811845,0.16632614,-0.36681366,-0.050386943,0.10756454,-0.28116697,-0.022216039,0.10899857,-0.34274027,-0.06312905,0.096732706,-0.23553795,-0.07544365,0.08905375,-0.22004384,-0.0800655,0.04022664,-0.2865497,-0.016273644,0.04252708,-0.343589,-0.06197683,0.04359281,-0.21999025,-0.06361509,0.040870637,-0.22163153,-0.05498131,-0.021138132,-0.27336714,-0.0188145,-0.02444467,-0.32567537,-0.068862386,-0.011413962,-0.20977205,-0.048570722,-0.0072145015,-0.20995432,-0.02435696,-0.08066367,-0.2526729,-0.024456935,-0.08250938,-0.27249697,-0.055874053,-0.06120877,-0.19199342,-0.041037917,-0.051069826,-0.18855774,-0.022589903,A
0.0,0.0,0.0,0.09214462,-0.034958422,-0.04581694,0.15650578,-0.15552205,-0.057248093,0.16394632,-0.27856052,-0.06192775,0.16662188,-0.36513776,-0.05544047,0.11037876,-0.28129187,-0.02419269,0.10796128,-0.34185016,-0.06666586,0.09694792,-0.2351684,-0.079377666,0.09209086,-0.21348709,-0.08331981,0.042837933,-0.28711897,-0.017372426,0.042992845,-0.34100944,-0.063799724,0.04426025,-0.21736538,-0.06422794,0.043751612,-0.21368456,-0.053987943,-0.019185975,-0.27470297,-0.019569378,-0.023773238,-0.3237519,-0.070878394,-0.011250004,-0.20837045,-0.050708096,-0.004479632,-0.20495296,-0.025666723,-0.078868926,-0.25219545,-0.025049742,-0.08168279,-0.2712427,-0.057969734,-0.060931787,-0.19160265,-0.044135593,-0.04922904,-0.18637484,-0.025655642,A
0.0,0.0,0.0,0.09264737,-0.037500203,-0.043556012,0.15763608,-0.15463698,-0.054721937,0.16527885,-0.276804,-0.059289925,0.16754004,-0.36231953,-0.053194735,0.108924806,-0.27764076,-0.025469054,0.10788193,-0.34097385,-0.065451115,0.097418755,-0.23587939,-0.07642449,0.09216407,-0.21486497,-0.07966451,0.04244256,-0.28207153,-0.019507574,0.042735413,-0.34041938,-0.06418219,0.04573068,-0.21717882,-0.06416351,0.044917747,-0.21132529,-0.054147724,-0.018308043,-0.26844993,-0.021647973,-0.024157703,-0.32394406,-0.07186027,-0.009426445,-0.20796031,-0.05129207,-0.0026394576,-0.20107287,-0.02628052,-0.07749716,-0.24435037,-0.026625855,-0.08228517,-0.27077335,-0.059639797,-0.05966851,-0.19003278,-0.045080956,-0.047680423,-0.1798898,-0.026107065,A
0.0,0.0,0.0,0.091719896,-0.032684267,-0.04545714,0.15737602,-0.15227014,-0.05665688,0.16899455,-0.27696487,-0.06088628,0.16918433,-0.36407483,-0.05405576,0.112326145,-0.27585536,-0.026250958,0.111392975,-0.33957392,-0.06775435,0.0991413,-0.23428929,-0.07980534,0.09352702,-0.21634734,-0.08379804,0.044332325,-0.28101385,-0.019684155,0.044661134,-0.34032366,-0.065940194,0.046062306,-0.21608773,-0.066082925,0.04564701,-0.21268547,-0.05584821,-0.017761901,-0.26868486,-0.021682253,-0.022921711,-0.32424358,-0.07294226,-0.009294152,-0.20634168,-0.051606737,-0.0019418001,-0.20065045,-0.025823325,-0.07751756,-0.24754035,-0.02685505,-0.082104534,-0.27209112,-0.060143355,-0.060348928,-0.19002521,-0.045254916,-0.047664374,-0.1818757,-0.025973853,A
0.0,0.0,0.0,0.0936299,-0.037095726,-0.04249171,0.15927958,-0.1569429,-0.052114442,0.16858345,-0.2797547,-0.05522537,0.1696842,-0.3646571,-0.047240037,0.110153675,-0.2786347,-0.02234882,0.110482514,-0.3407843,-0.06310587,0.099607885,-0.23403949,-0.07562162,0.093295366,-0.21621552,-0.080114976,0.04285364,-0.28229502,-0.016224032,0.043852746,-0.3419179,-0.06178485,0.04673904,-0.2171829,-0.06346199,0.045473278,-0.21420094,-0.054600604,-0.018229231,-0.268759,-0.018233432,-0.023654327,-0.32289317,-0.067523375,-0.009177223,-0.20670444,-0.04713031,-0.0029601753,-0.20359993,-0.022704871,-0.07723702,-0.24727273,-0.023168806,-0.08222947,-0.26990813,-0.053813577,-0.059933126,-0.18951273,-0.03886568,-0.04779248,-0.18366688,-0.02031885,A
0.0,0.0,0.0,0.09036851,-0.037690222,-0.04129605,0.152975,-0.15928221,-0.05096274,0.16200638,-0.28154263,-0.05458723,0.16161329,-0.3672663,-0.04762046,0.104578555,-0.28177953,-0.022547733,0.105171025,-0.3448941,-0.062990166,0.093949676,-0.23700607,-0.074721694,0.08682597,-0.21877345,-0.07859531,0.037442133,-0.28529298,-0.017866166,0.039574295,-0.34702986,-0.06318868,0.04130265,-0.22210863,-0.06445576,0.038609758,-0.22015268,-0.055275083,-0.023821563,-0.27065134,-0.021101937,-0.028082758,-0.3286788,-0.07189088,-0.013674095,-0.2106908,-0.05151749,-0.008525625,-0.2066161,-0.02662781,-0.083639115,-0.24770808,-0.026948866,-0.08710425,-0.27481556,-0.05987579,-0.06372374,-0.19152623,-0.0444684,-0.052007675,-0.18230706,-0.025005313,A
0.0,0.0,0.0,0.09308186,-0.03616005,-0.04444489,0.15630332,-0.15582359,-0.055375125,0.16531008,-0.27899927,-0.059880868,0.16400316,-0.3661291,-0.053801302,0.10769272,-0.27980006,-0.023347354,0.10800207,-0.3437153,-0.06546039,0.09672928,-0.23664469,-0.07850984,0.09003413,-0.21523368,-0.082674876,0.040278286,-0.2835875,-0.017226962,0.041529626,-0.34495184,-0.06444956,0.043330222,-0.22106451,-0.06661134,0.041159943,-0.21446449,-0.057315107,-0.021277696,-0.2698195,-0.019561836,-0.025509208,-0.3265543,-0.07192102,-0.011679843,-0.20880747,-0.052092098,-0.006661877,-0.20084602,-0.026748389,-0.08096372,-0.24663863,-0.024840672,-0.08300293,-0.2744296,-0.05895727,-0.06058976,-0.1911794,-0.044334363,-0.049479723,-0.18018681,-0.024853487,A
0.0,0.0,0.0,0.09215912,-0.035681188,-0.04395766,0.15658721,-0.15715414,-0.05386676,0.16522983,-0.27995223,-0.05735437,0.16760767,-0.36673722,-0.049397655,0.10986397,-0.28322437,-0.01976371,0.10898042,-0.3447132,-0.061793346,0.096859455,-0.2366654,-0.07570339,0.09044698,-0.21905118,-0.08093416,0.042356044,-0.288269,-0.013357909,0.04319714,-0.34565687,-0.05964293,0.044696927,-0.22072104,-0.06184243,0.043640375,-0.21947676,-0.052836485,-0.019172668,-0.2751509,-0.015783966,-0.023832113,-0.3272058,-0.06606925,-0.010407075,-0.21006477,-0.046067603,-0.0038297027,-0.20815426,-0.021337405,-0.07817807,-0.25372884,-0.021430952,-0.08184723,-0.27305216,-0.052752845,-0.0605264,-0.19192934,-0.038083363,-0.04833713,-0.18734491,-0.01925711,A
0.0,0.0,0.0,0.092820674,-0.03880626,-0.041002337,0.15644178,-0.15798187,-0.050649684,0.16352955,-0.28047892,-0.054334164,0.16582438,-0.3665827,-0.047400087,0.10930467,-0.27840197,-0.021144366,0.10699442,-0.34591046,-0.06243634,0.096967846,-0.23887753,-0.07575563,0.091659546,-0.2165302,-0.080157876,0.04247871,-0.28092766,-0.015802726,0.041671857,-0.34496272,-0.06134343,0.044914648,-0.22079718,-0.06353639,0.04336618,-0.2143538,-0.05479628,-0.018265918,-0.2669653,-0.01842731,-0.024506465,-0.32807645,-0.06920859,-0.010134503,-0.20994902,-0.049218252,-0.004180044,-0.20159161,-0.024112903,-0.07766188,-0.24449566,-0.02360249,-0.082058154,-0.2760228,-0.056170005,-0.059856623,-0.19286865,-0.040701028,-0.048669875,-0.18068492,-0.02080786,A
0.0,0.0,0.0,0.093040705,-0.037924647,-0.043258797,0.15620437,-0.15766752,-0.053962722,0.164541,-0.28034988,-0.058537938,0.16739362,-0.36687207,-0.05222917,0.10992774,-0.28398207,-0.02092884,0.10771382,-0.34693575,-0.062821284,0.09781405,-0.24073434,-0.07630155,0.09232086,-0.21842575,-0.08072071,0.043122813,-0.2874132,-0.015114654,0.042205438,-0.34599143,-0.06107661,0.04584855,-0.22117808,-0.0627646,0.045013502,-0.21593183,-0.053434473,-0.018026978,-0.27324972,-0.017848153,-0.024065748,-0.3289912,-0.06896304,-0.009383813,-0.21076792,-0.048345074,-0.0030962378,-0.20392519,-0.022773921,-0.07772391,-0.24953356,-0.023544474,-0.0820588,-0.27766362,-0.056355916,-0.060023665,-0.19508153,-0.04088487,-0.04858938,-0.18484145,-0.020924231,A
0.0,0.0,0.0,0.092521146,-0.039277673,-0.043324277,0.157059,-0.15933192,-0.05391327,0.16753654,-0.28271255,-0.058356963,0.16767435,-0.36950406,-0.05176168,0.109786436,-0.28410983,-0.020345168,0.10823648,-0.3471508,-0.061519966,0.09739317,-0.24019259,-0.07461115,0.0915934,-0.2199068,-0.07901443,0.04306127,-0.2878515,-0.014507136,0.04273829,-0.34832793,-0.059737407,0.04545909,-0.223759,-0.060791522,0.044024438,-0.2192564,-0.051048256,-0.01803191,-0.2738106,-0.017288659,-0.02433315,-0.33054173,-0.067318544,-0.009410366,-0.21403933,-0.046711974,-0.0033870488,-0.20808715,-0.02139613,-0.07727539,-0.25031006,-0.023152756,-0.08145842,-0.27737635,-0.0550405,-0.058675066,-0.19685149,-0.039780628,-0.046743557,-0.18791139,-0.02020251,A
